SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100032,5000082,Active,currency 1,-2784,0,-1016.0,,,0,39000.0,34000.0,7000.0,0.0,Consumer credit,-1486,2000.0
100032,5000083,Closed,currency 1,-2656,0,-1144.0,-1144.0,,1,466000.0,0.0,23000.0,0.0,Consumer credit,-349,
100033,5000084,Closed,currency 1,-931,0,-292.0,-292.0,,0,401000.0,0.0,53000.0,0.0,Credit card,-1072,
100033,5000085,Closed,currency 1,-1095,104,890.0,890.0,,0,108000.0,0.0,31000.0,5400.0,Credit card,-92,
100035,5000086,Closed,currency 1,-203,0,992.0,992.0,,0,437000.0,0.0,168000.0,0.0,Microloan,-2267,13900.0
100035,5000087,Closed,currency 1,-2125,0,-1241.0,-1241.0,,0,309000.0,0.0,6000.0,0.0,Consumer credit,-2436,
100035,5000088,Closed,currency 1,-2634,0,-2197.0,-2197.0,20028.0,0,274000.0,0.0,103000.0,0.0,Consumer credit,-2347,
100035,5000089,Closed,currency 1,-2860,0,-2387.0,-2387.0,,0,144000.0,0.0,55000.0,0.0,Car loan,-395,
100035,5000090,Closed,currency 1,-1937,0,-399.0,-399.0,1013.0,1,26000.0,0.0,8000.0,0.0,Consumer credit,-1351,
100035,5000091,Active,currency 1,-2880,0,-2643.0,,,0,82000.0,66000.0,11000.0,0.0,Credit card,-1910,
100035,5000092,Closed,currency 1,-1851,0,-1252.0,-1252.0,474.0,0,45000.0,0.0,14000.0,0.0,Consumer credit,-2149,
100036,5000093,Active,currency 1,-974,0,-285.0,,4106.0,0,60000.0,43000.0,20000.0,0.0,Consumer credit,-2250,4200.0
100036,5000094,Closed,currency 1,-2195,0,-610.0,-610.0,,1,128000.0,0.0,24000.0,0.0,Consumer credit,-265,6400.0
100036,5000095,Active,currency 1,-2589,0,-1174.0,,,0,599000.0,491000.0,164000.0,0.0,Credit card,-314,11300.0
100036,5000096,Active,currency 1,-917,0,-68.0,,1215.0,0,675000.0,488000.0,92000.0,0.0,Consumer credit,-1840,13700.0
100036,5000097,Active,currency 1,-1649,0,-470.0,,15555.0,0,589000.0,353000.0,13000.0,0.0,Consumer credit,-216,
100036,5000098,Closed,currency 1,-61,0,601.0,601.0,,0,1871000.0,0.0,615000.0,0.0,Another type of loan,-199,
100037,5000099,Closed,currency 1,-506,0,246.0,246.0,7261.0,0,218000.0,0.0,77000.0,0.0,Consumer credit,-1714,3900.0
100037,5000100,Closed,currency 1,-1349,0,-942.0,-942.0,,0,153000.0,0.0,42000.0,0.0,Credit card,-549,
100037,5000101,Active,currency 1,-1220,0,395.0,,,0,305000.0,168000.0,65000.0,0.0,Consumer credit,-1243,8400.0
100037,5000102,Closed,currency 1,-1345,160,595.0,595.0,,0,189000.0,0.0,66000.0,9450.0,Consumer credit,-475,
100038,5000103,Active,currency 1,-1975,0,-242.0,,,0,13000.0,3000.0,4000.0,0.0,Credit card,-1532,1000.0
100038,5000104,Active,currency 1,-229,0,433.0,,,0,1009000.0,617000.0,53000.0,0.0,Consumer credit,-944,17300.0
100038,5000105,Closed,currency 1,-2463,0,-2162.0,-2162.0,,0,592000.0,0.0,227000.0,0.0,Consumer credit,-2382,
100039,5000106,Closed,currency 1,-2557,0,-1822.0,-1822.0,,0,248000.0,0.0,59000.0,0.0,Consumer credit,-2080,
100039,5000107,Closed,currency 1,-145,0,884.0,884.0,8814.0,0,142000.0,0.0,31000.0,0.0,Consumer credit,-190,
100039,5000108,Closed,currency 1,-410,0,993.0,993.0,,0,280000.0,0.0,83000.0,0.0,Consumer credit,-749,
100040,5000109,Closed,currency 1,-2288,0,-1348.0,-1348.0,,0,1209000.0,0.0,1000.0,0.0,Consumer credit,-144,34800.0
100040,5000110,Active,currency 1,-2407,0,-749.0,,,0,55000.0,46000.0,0.0,0.0,Credit card,-496,
100040,5000111,Active,currency 1,-432,0,591.0,,1546.0,0,142000.0,76000.0,55000.0,0.0,Consumer credit,-37,
100040,5000112,Closed,currency 1,-1020,0,757.0,757.0,1476.0,0,134000.0,0.0,39000.0,0.0,Microloan,-319,
100040,5000113,Closed,currency 1,-555,0,-58.0,-58.0,4070.0,0,1019000.0,0.0,258000.0,0.0,Credit card,-1627,
100040,5000114,Active,currency 1,-2142,0,-1562.0,,,0,277000.0,99000.0,88000.0,0.0,Consumer credit,-1507,
100041,5000115,Closed,currency 1,-624,134,501.0,501.0,,0,136000.0,0.0,11000.0,6800.0,Mortgage,-419,
100041,5000116,Active,currency 1,-2132,0,-814.0,,7072.0,0,25000.0,18000.0,6000.0,0.0,Credit card,-904,
100041,5000117,Active,currency 1,-849,0,-238.0,,,0,136000.0,23000.0,45000.0,0.0,Credit card,-2332,
100041,5000118,Active,currency 1,-1675,0,-903.0,,,0,402000.0,86000.0,55000.0,0.0,Credit card,-380,
100041,5000119,Closed,currency 1,-1260,0,177.0,177.0,,0,294000.0,0.0,43000.0,0.0,Consumer credit,-1627,
100042,5000120,Closed,currency 1,-231,0,1392.0,1392.0,8245.0,0,42000.0,0.0,1000.0,0.0,Credit card,-1884,
100042,5000121,Closed,currency 1,-2015,0,-291.0,-291.0,,0,501000.0,0.0,139000.0,0.0,Car loan,-918,
100042,5000122,Closed,currency 1,-2392,161,-369.0,-369.0,,0,485000.0,0.0,188000.0,24250.0,Consumer credit,-1196,
100042,5000123,Active,currency 1,-9,0,2031.0,,,0,39000.0,22000.0,1000.0,0.0,Credit card,-516,
100043,5000124,Active,currency 1,-486,0,481.0,,,0,401000.0,314000.0,84000.0,0.0,Credit card,-1999,
100043,5000125,Active,currency 1,-2383,0,-1932.0,,964.0,0,325000.0,303000.0,119000.0,0.0,Credit card,-1431,6200.0
100044,5000126,Closed,currency 1,-1198,0,-466.0,-466.0,515.0,0,725000.0,0.0,119000.0,0.0,Consumer credit,-1837,23600.0
100046,5000127,Active,currency 1,-2742,0,-749.0,,2124.0,0,128000.0,104000.0,29000.0,0.0,Credit card,-1074,
100046,5000128,Closed,currency 1,-1320,0,478.0,478.0,,0,124000.0,0.0,19000.0,0.0,Consumer credit,-1232,
100046,5000129,Active,currency 1,-1025,0,1084.0,,,0,108000.0,84000.0,33000.0,0.0,Car loan,-1352,
100046,5000130,Closed,currency 1,-1729,0,-519.0,-519.0,1535.0,0,1016000.0,0.0,201000.0,0.0,Consumer credit,-1646,34400.0
100046,5000131,Active,currency 1,-75,129,823.0,,,0,107000.0,62000.0,32000.0,5350.0,Consumer credit,-78,5000.0
100047,5000132,Closed,currency 1,-2011,0,-65.0,-65.0,,0,26000.0,0.0,8000.0,0.0,Consumer credit,-723,
100049,5000133,Closed,currency 1,-2153,0,-52.0,-52.0,,0,55000.0,0.0,2000.0,0.0,Credit card,-835,1500.0
100050,5000134,Closed,currency 1,-914,0,459.0,459.0,,0,101000.0,0.0,23000.0,0.0,Consumer credit,-1536,4700.0
100051,5000135,Active,currency 1,-1986,0,-30.0,,,0,1142000.0,322000.0,115000.0,0.0,Microloan,-1381,
100051,5000136,Closed,currency 1,-719,0,-257.0,-257.0,,0,44000.0,0.0,3000.0,0.0,Car loan,-1443,
100051,5000137,Closed,currency 1,-1219,109,-954.0,-954.0,1935.0,0,330000.0,0.0,4000.0,16500.0,Another type of loan,-1642,
100051,5000138,Closed,currency 1,-432,0,1026.0,1026.0,1251.0,0,158000.0,0.0,21000.0,0.0,Credit card,-628,
100051,5000139,Closed,currency 1,-1867,0,-742.0,-742.0,,0,206000.0,0.0,38000.0,0.0,Car loan,-55,
100052,5000140,Closed,currency 1,-1013,0,273.0,273.0,,0,310000.0,0.0,88000.0,0.0,Credit card,-1967,
100052,5000141,Closed,currency 1,-840,0,1146.0,1146.0,,0,179000.0,0.0,5000.0,0.0,Credit card,-1195,4300.0
100052,5000142,Closed,currency 1,-169,0,1497.0,1497.0,,0,245000.0,0.0,12000.0,0.0,Consumer credit,-747,
100052,5000143,Closed,currency 1,-187,0,1060.0,1060.0,2901.0,0,449000.0,0.0,131000.0,0.0,Consumer credit,-319,
100054,5000144,Active,currency 1,-1193,0,-601.0,,,0,43000.0,3000.0,6000.0,0.0,Consumer credit,-2333,
100054,5000145,Active,currency 1,-2704,0,-1998.0,,,0,83000.0,13000.0,18000.0,0.0,Consumer credit,-2038,
100054,5000146,Closed,currency 1,-1846,0,149.0,149.0,,0,790000.0,0.0,97000.0,0.0,Credit card,-1706,
100055,5000147,Closed,currency 1,-2079,0,-1347.0,-1347.0,,0,352000.0,0.0,131000.0,0.0,Consumer credit,-1500,
100055,5000148,Closed,currency 1,-2055,0,-842.0,-842.0,299.0,0,636000.0,0.0,87000.0,0.0,Credit card,-2194,
100055,5000149,Closed,currency 1,-444,0,763.0,763.0,9750.0,0,54000.0,0.0,2000.0,0.0,Consumer credit,-902,
100056,5000150,Closed,currency 1,-733,0,141.0,141.0,6209.0,0,40000.0,0.0,5000.0,0.0,Consumer credit,-891,
100056,5000151,Closed,currency 1,-2358,0,-218.0,-218.0,,0,47000.0,0.0,2000.0,0.0,Consumer credit,-554,1500.0
100058,5000152,Closed,currency 1,-1919,0,-368.0,-368.0,,0,392000.0,0.0,89000.0,0.0,Credit card,-1592,
100058,5000153,Closed,currency 1,-1442,0,519.0,519.0,,0,962000.0,0.0,330000.0,0.0,Credit card,-2440,
100058,5000154,Closed,currency 1,-1295,0,219.0,219.0,6347.0,0,57000.0,0.0,11000.0,0.0,Car loan,-1169,
100059,5000155,Closed,currency 1,-1672,0,-35.0,-35.0,,0,32000.0,0.0,4000.0,0.0,Credit card,-1530,1200.0
100059,5000156,Active,currency 1,-806,0,329.0,,,0,184000.0,42000.0,27000.0,0.0,Consumer credit,-1296,3500.0
100059,5000157,Closed,currency 1,-439,0,1269.0,1269.0,,0,22000.0,0.0,2000.0,0.0,Credit card,-1846,
100059,5000158,Closed,currency 1,-793,0,-146.0,-146.0,2680.0,0,474000.0,0.0,188000.0,0.0,Consumer credit,-1807,
100059,5000159,Closed,currency 1,-1457,0,-698.0,-698.0,3333.0,0,435000.0,0.0,98000.0,0.0,Consumer credit,-1668,12500.0
100059,5000160,Closed,currency 1,-753,0,556.0,556.0,,0,740000.0,0.0,100000.0,0.0,Consumer credit,-432,
100061,5000161,Closed,currency 1,-1107,0,615.0,615.0,,0,74000.0,0.0,22000.0,0.0,Consumer credit,-1475,3100.0
100062,5000162,Active,currency 1,-467,0,-36.0,,3017.0,0,162000.0,137000.0,9000.0,0.0,Credit card,-124,
100062,5000163,Active,currency 1,-242,37,1144.0,,,0,41000.0,15000.0,15000.0,2050.0,Consumer credit,-1311,2100.0
100062,5000164,Active,currency 1,-2738,0,-836.0,,485.0,0,666000.0,403000.0,7000.0,0.0,Credit card,-1828,
100062,5000165,Closed,currency 1,-488,0,-144.0,-144.0,,0,37000.0,0.0,4000.0,0.0,Credit card,-835,1000.0
100062,5000166,Active,currency 1,-922,0,297.0,,1207.0,0,520000.0,417000.0,79000.0,0.0,Consumer credit,-511,9100.0
100063,5000167,Closed,currency 1,-712,0,-267.0,-267.0,,0,840000.0,0.0,199000.0,0.0,Consumer credit,-1192,
100063,5000168,Closed,currency 1,-1696,0,-106.0,-106.0,,0,4443000.0,0.0,933000.0,0.0,Consumer credit,-1693,
100063,5000169,Active,currency 1,-950,0,252.0,,,0,45000.0,40000.0,10000.0,0.0,Credit card,-432,
100063,5000170,Closed,currency 1,-2611,0,-1843.0,-1843.0,,0,236000.0,0.0,88000.0,0.0,Credit card,-731,
100063,5000171,Closed,currency 1,-2635,0,-1478.0,-1478.0,37856.0,0,190000.0,0.0,22000.0,0.0,Consumer credit,-708,
100063,5000172,Closed,currency 1,-643,0,1230.0,1230.0,,0,660000.0,0.0,3000.0,0.0,Consumer credit,-1312,
100063,5000173,Closed,currency 1,-451,0,1124.0,1124.0,,0,996000.0,0.0,143000.0,0.0,Consumer credit,-1716,
100063,5000174,Active,currency 1,-1903,0,-362.0,,19111.0,0,340000.0,211000.0,79000.0,0.0,Consumer credit,-265,
100064,5000175,Active,currency 1,-1705,0,184.0,,,0,76000.0,40000.0,16000.0,0.0,Consumer credit,-1843,2400.0
100064,5000176,Closed,currency 1,-2133,105,-1945.0,-1945.0,,0,354000.0,0.0,134000.0,17700.0,Consumer credit,-292,
100064,5000177,Closed,currency 1,-212,0,385.0,385.0,,0,443000.0,0.0,66000.0,0.0,Consumer credit,-147,
100064,5000178,Closed,currency 1,-2678,0,-815.0,-815.0,2030.0,0,161000.0,0.0,46000.0,0.0,Consumer credit,-221,
100064,5000179,Closed,currency 1,-1760,0,-464.0,-464.0,22733.0,0,34000.0,0.0,5000.0,0.0,Consumer credit,-816,
100064,5000180,Active,currency 1,-255,0,1259.0,,,0,273000.0,34000.0,13000.0,0.0,Car loan,-1700,
100066,5000181,Closed,currency 1,-2188,0,-1781.0,-1781.0,8307.0,0,130000.0,0.0,31000.0,0.0,Consumer credit,-1520,3400.0
100066,5000182,Active,currency 1,-1646,0,-371.0,,730.0,0,177000.0,39000.0,26000.0,0.0,Consumer credit,-461,
100067,5000183,Active,currency 1,-1342,0,-753.0,,,0,367000.0,20000.0,146000.0,0.0,Mortgage,-604,
100067,5000184,Active,currency 1,-223,0,293.0,,,0,84000.0,37000.0,23000.0,0.0,Consumer credit,-99,
100067,5000185,Closed,currency 1,-155,0,1221.0,1221.0,,0,388000.0,0.0,148000.0,0.0,Consumer credit,-2477,
100068,5000186,Closed,currency 1,-99,0,134.0,134.0,,0,144000.0,0.0,49000.0,0.0,Consumer credit,-1107,
100068,5000187,Active,currency 1,-2440,0,-1961.0,,5198.0,0,73000.0,56000.0,8000.0,0.0,Consumer credit,-1862,
100069,5000188,Closed,currency 1,-1010,0,792.0,792.0,,0,58000.0,0.0,20000.0,0.0,Consumer credit,-55,
100069,5000189,Closed,currency 1,-1933,0,-59.0,-59.0,,0,242000.0,0.0,42000.0,0.0,Consumer credit,-1834,4700.0
100069,5000190,Active,currency 1,-439,0,1371.0,,,0,169000.0,152000.0,60000.0,0.0,Consumer credit,-2491,
100071,5000191,Closed,currency 1,-1787,0,-836.0,-836.0,,0,531000.0,0.0,16000.0,0.0,Consumer credit,-1003,10300.0
100071,5000192,Closed,currency 1,-2679,0,-1855.0,-1855.0,,0,96000.0,0.0,0.0,0.0,Consumer credit,-1594,
100071,5000193,Active,currency 1,-1752,0,-560.0,,2289.0,0,276000.0,101000.0,43000.0,0.0,Consumer credit,-1797,
100072,5000194,Closed,currency 1,-2829,0,-1774.0,-1774.0,,0,315000.0,0.0,100000.0,0.0,Consumer credit,-1781,
100072,5000195,Active,currency 1,-793,0,1349.0,,3170.0,0,30000.0,6000.0,11000.0,0.0,Microloan,-80,1200.0
100073,5000196,Active,currency 1,-1608,0,-1015.0,,,0,357000.0,89000.0,29000.0,0.0,Credit card,-1653,17100.0
100073,5000197,Active,currency 1,-1822,0,-246.0,,,0,2420000.0,1197000.0,799000.0,0.0,Consumer credit,-374,
100073,5000198,Closed,currency 1,-104,0,397.0,397.0,9452.0,0,90000.0,0.0,16000.0,0.0,Consumer credit,-804,5800.0
100073,5000199,Active,currency 1,-139,0,555.0,,,0,60000.0,19000.0,2000.0,0.0,Credit card,-729,2800.0
100074,5000200,Active,currency 1,-2587,0,-2191.0,,,0,364000.0,80000.0,25000.0,0.0,Credit card,-442,10100.0
100074,5000201,Closed,currency 1,-1061,0,242.0,242.0,846.0,0,125000.0,0.0,36000.0,0.0,Credit card,-1524,
100074,5000202,Closed,currency 1,-2557,0,-1417.0,-1417.0,,0,57000.0,0.0,21000.0,0.0,Consumer credit,-1070,
100074,5000203,Active,currency 1,-1128,0,301.0,,7178.0,0,428000.0,391000.0,125000.0,0.0,Credit card,-1526,
100075,5000204,Closed,currency 1,-1595,0,-326.0,-326.0,6874.0,0,25000.0,0.0,0.0,0.0,Consumer credit,-552,
100075,5000205,Closed,currency 1,-813,0,357.0,357.0,,0,589000.0,0.0,197000.0,0.0,Credit card,-1154,
100077,5000206,Closed,currency 1,-622,0,1476.0,1476.0,3365.0,0,484000.0,0.0,151000.0,0.0,Consumer credit,-1399,
100077,5000207,Active,currency 1,-229,0,1864.0,,,0,381000.0,52000.0,140000.0,0.0,Car loan,-743,19700.0
100077,5000208,Closed,currency 1,-2389,0,-1415.0,-1415.0,296.0,0,105000.0,0.0,34000.0,0.0,Credit card,-378,
