SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1000024,100008,1.0,3,-733.0,-705.0,10666.67,10666.67
1000024,100008,1.0,4,-703.0,-709.0,10666.67,10666.67
1000024,100008,1.0,5,-673.0,-680.0,10666.67,10666.67
1000024,100008,1.0,6,-643.0,-647.0,10666.67,10666.67
1000025,100008,1.0,1,-1165.0,-1172.0,1000.0,1000.0
1000025,100008,1.0,2,-1135.0,-1135.0,1000.0,1000.0
1000025,100008,1.0,3,-1105.0,-1110.0,1000.0,1000.0
1000025,100008,1.0,4,-1075.0,-1082.0,1000.0,334.9
1000025,100008,1.0,5,-1045.0,-1049.0,1000.0,1000.0
1000025,100008,1.0,6,-1015.0,-1017.0,1000.0,1000.0
1000025,100008,1.0,7,-985.0,-985.0,1000.0,1000.0
1000025,100008,1.0,8,-955.0,-953.0,1000.0,1000.0
1000025,100008,1.0,9,-925.0,-925.0,1000.0,1000.0
1000025,100008,1.0,10,-895.0,-882.0,1000.0,367.82
1000025,100008,1.0,11,-865.0,-866.0,1000.0,1000.0
1000025,100008,1.0,12,-835.0,-840.0,1000.0,1000.0
1000025,100008,1.0,13,-805.0,-808.0,1000.0,1000.0
1000025,100008,1.0,14,-775.0,-777.0,1000.0,1000.0
1000025,100008,1.0,15,-745.0,-745.0,1000.0,1000.0
1000025,100008,1.0,16,-715.0,-721.0,1000.0,1000.0
1000025,100008,1.0,17,-685.0,-693.0,1000.0,1000.0
1000025,100008,1.0,18,-655.0,-663.0,1000.0,603.91
1000025,100008,1.0,19,-625.0,-594.0,1000.0,1000.0
1000025,100008,1.0,20,-595.0,-601.0,1000.0,1000.0
1000025,100008,1.0,21,-565.0,-567.0,1000.0,1000.0
1000025,100008,1.0,22,-535.0,-540.0,1000.0,1000.0
1000025,100008,1.0,23,-505.0,-507.0,1000.0,1000.0
1000025,100008,1.0,24,-475.0,-480.0,1000.0,1000.0
1000028,100009,1.0,1,-528.0,-531.0,4250.0,4250.0
1000028,100009,1.0,2,-498.0,-507.0,4250.0,4250.0
1000028,100009,1.0,3,-468.0,-477.0,4250.0,4250.0
1000028,100009,1.0,4,-438.0,-390.0,4250.0,2323.08
1000028,100009,1.0,5,-408.0,-414.0,4250.0,4250.0
1000028,100009,1.0,6,-378.0,-382.0,4250.0,4250.0
1000028,100009,1.0,7,-348.0,-351.0,4250.0,4250.0
1000028,100009,1.0,8,-318.0,-325.0,4250.0,4250.0
1000028,100009,1.0,9,-288.0,-295.0,4250.0,4250.0
1000028,100009,1.0,10,-258.0,-260.0,4250.0,4250.0
1000028,100009,1.0,11,-228.0,-235.0,4250.0,4250.0
1000028,100009,1.0,12,-198.0,-206.0,4250.0,4250.0
1000028,100009,1.0,13,-168.0,-176.0,4250.0,4250.0
1000028,100009,1.0,14,-138.0,-139.0,4250.0,4250.0
1000028,100009,1.0,15,-108.0,-112.0,4250.0,4250.0
1000028,100009,1.0,16,-78.0,-72.0,4250.0,4250.0
1000028,100009,1.0,17,-48.0,-53.0,4250.0,4250.0
1000028,100009,1.0,18,-18.0,-27.0,4250.0,4250.0
1000031,100010,1.0,1,-2619.0,-2626.0,5916.67,5916.67
1000031,100010,1.0,2,-2589.0,-2596.0,5916.67,5916.67
1000031,100010,1.0,3,-2559.0,-2564.0,5916.67,5916.67
1000031,100010,1.0,4,-2529.0,-2502.0,5916.67,5916.67
1000031,100010,1.0,5,-2499.0,-2504.0,5916.67,5916.67
1000031,100010,1.0,6,-2469.0,-2473.0,5916.67,5916.67
1000031,100010,1.0,7,-2439.0,-2442.0,5916.67,5916.67
1000031,100010,1.0,8,-2409.0,-2411.0,5916.67,5916.67
1000031,100010,1.0,9,-2379.0,-2382.0,5916.67,5916.67
1000031,100010,1.0,10,-2349.0,-2350.0,5916.67,5916.67
1000031,100010,1.0,11,-2319.0,-2320.0,5916.67,5916.67
1000031,100010,1.0,12,-2289.0,-2292.0,5916.67,5916.67
1000031,100010,1.0,13,-2259.0,-2261.0,5916.67,5916.67
1000031,100010,1.0,14,-2229.0,-2230.0,5916.67,5916.67
1000031,100010,1.0,15,-2199.0,-2202.0,5916.67,5916.67
1000031,100010,1.0,16,-2169.0,-2171.0,5916.67,5916.67
1000031,100010,1.0,17,-2139.0,-2148.0,5916.67,5916.67
1000031,100010,1.0,18,-2109.0,-2061.0,5916.67,5916.67
1000031,100010,1.0,19,-2079.0,-2081.0,5916.67,5916.67
1000031,100010,1.0,20,-2049.0,-2055.0,5916.67,5916.67
1000031,100010,1.0,21,-2019.0,-2025.0,5916.67,5916.67
1000031,100010,1.0,22,-1989.0,-1992.0,5916.67,5916.67
1000031,100010,1.0,23,-1959.0,-1962.0,5916.67,5916.67
1000031,100010,1.0,24,-1929.0,-1931.0,5916.67,5916.67
1000032,100010,1.0,1,-998.0,-970.0,7500.0,7500.0
1000032,100010,1.0,2,-968.0,-973.0,7500.0,7500.0
1000032,100010,1.0,3,-938.0,-946.0,7500.0,7500.0
1000032,100010,1.0,4,-908.0,-912.0,7500.0,7500.0
1000032,100010,1.0,5,-878.0,-884.0,7500.0,7500.0
1000032,100010,1.0,6,-848.0,-856.0,7500.0,7500.0
1000036,100011,1.0,1,-284.0,-293.0,9600.0,9600.0
1000036,100011,1.0,2,-254.0,-256.0,9600.0,9600.0
1000036,100011,1.0,3,-224.0,-228.0,9600.0,9600.0
1000036,100011,1.0,4,-194.0,-202.0,9600.0,9600.0
1000036,100011,1.0,5,-164.0,-172.0,9600.0,9600.0
1000036,100011,1.0,6,-134.0,-140.0,9600.0,9600.0
1000036,100011,1.0,7,-104.0,-112.0,9600.0,9600.0
1000036,100011,1.0,8,-74.0,-78.0,9600.0,9600.0
1000036,100011,1.0,9,-44.0,-49.0,9600.0,9600.0
1000036,100011,1.0,10,-14.0,-16.0,9600.0,9600.0
1000040,100013,1.0,1,-1603.0,-1604.0,2666.67,2666.67
1000040,100013,1.0,2,-1573.0,-1578.0,2666.67,2666.67
1000040,100013,1.0,3,-1543.0,-1544.0,2666.67,2666.67
1000040,100013,1.0,4,-1513.0,-1522.0,2666.67,2666.67
1000040,100013,1.0,5,-1483.0,-1485.0,2666.67,2666.67
1000040,100013,1.0,6,-1453.0,-1462.0,2666.67,2666.67
1000040,100013,1.0,7,-1423.0,-1423.0,2666.67,2666.67
1000040,100013,1.0,8,-1393.0,-1395.0,2666.67,2666.67
1000040,100013,1.0,9,-1363.0,-1363.0,2666.67,2666.67
1000040,100013,1.0,10,-1333.0,-1337.0,2666.67,2666.67
1000040,100013,1.0,11,-1303.0,-1307.0,2666.67,2666.67
1000040,100013,1.0,12,-1273.0,-1273.0,2666.67,2666.67
1000040,100013,1.0,13,-1243.0,-1244.0,2666.67,2666.67
1000040,100013,1.0,14,-1213.0,-1216.0,2666.67,2666.67
1000040,100013,1.0,15,-1183.0,-1189.0,2666.67,1533.82
1000040,100013,1.0,16,-1153.0,-1158.0,2666.67,2666.67
1000040,100013,1.0,17,-1123.0,-1123.0,2666.67,2666.67
1000040,100013,1.0,18,-1093.0,-1097.0,2666.67,2666.67
1000043,100014,1.0,1,-1441.0,-1446.0,34800.0,34800.0
1000043,100014,1.0,2,-1411.0,-1412.0,34800.0,34800.0
1000043,100014,1.0,3,-1381.0,-1389.0,34800.0,34800.0
1000043,100014,1.0,4,-1351.0,-1354.0,34800.0,34800.0
1000043,100014,1.0,5,-1321.0,-1329.0,34800.0,34800.0
1000043,100014,1.0,6,-1291.0,-1300.0,34800.0,19423.18
1000043,100014,1.0,7,-1261.0,-1266.0,34800.0,34800.0
1000043,100014,1.0,8,-1231.0,-1233.0,34800.0,34800.0
1000043,100014,1.0,9,-1201.0,-1207.0,34800.0,15266.22
1000043,100014,1.0,10,-1171.0,-1178.0,34800.0,34800.0
1000044,100015,1.0,1,-2374.0,-2377.0,89291.67,89291.67
1000044,100015,1.0,2,-2344.0,-2353.0,89291.67,89291.67
1000044,100015,1.0,3,-2314.0,-2318.0,89291.67,89291.67
1000044,100015,1.0,4,-2284.0,-2285.0,89291.67,89291.67
1000044,100015,1.0,5,-2254.0,-2261.0,89291.67,89291.67
1000044,100015,1.0,6,-2224.0,-2224.0,89291.67,89291.67
1000044,100015,1.0,7,-2194.0,-2197.0,89291.67,89291.67
1000044,100015,1.0,8,-2164.0,-2165.0,89291.67,89291.67
1000044,100015,1.0,9,-2134.0,-2143.0,89291.67,89291.67
1000044,100015,1.0,10,-2104.0,-2106.0,89291.67,89291.67
1000044,100015,1.0,11,-2074.0,-2083.0,89291.67,89291.67
1000044,100015,1.0,12,-2044.0,-2048.0,89291.67,89291.67
1000044,100015,1.0,13,-2014.0,-2017.0,89291.67,89291.67
1000044,100015,1.0,14,-1984.0,-1988.0,89291.67,89291.67
1000044,100015,1.0,15,-1954.0,-1957.0,89291.67,89291.67
1000044,100015,1.0,16,-1924.0,-1927.0,89291.67,89291.67
1000044,100015,1.0,17,-1894.0,-1896.0,89291.67,89291.67
1000044,100015,1.0,18,-1864.0,-1870.0,89291.67,89291.67
1000044,100015,1.0,19,-1834.0,-1843.0,89291.67,41586.28
1000044,100015,1.0,20,-1804.0,-1813.0,89291.67,89291.67
1000044,100015,1.0,21,-1774.0,-1780.0,89291.67,68183.97
1000044,100015,1.0,22,-1744.0,-1744.0,89291.67,89291.67
1000044,100015,1.0,23,-1714.0,-1723.0,89291.67,89291.67
1000044,100015,1.0,24,-1684.0,-1692.0,89291.67,89291.67
1000046,100016,1.0,1,-1902.0,-1908.0,4666.67,4666.67
1000046,100016,1.0,2,-1872.0,-1874.0,4666.67,4666.67
1000046,100016,1.0,3,-1842.0,-1844.0,4666.67,4666.67
1000046,100016,1.0,4,-1812.0,-1818.0,4666.67,4666.67
1000046,100016,1.0,5,-1782.0,-1784.0,4666.67,4666.67
1000046,100016,1.0,6,-1752.0,-1759.0,4666.67,4666.67
1000046,100016,1.0,7,-1722.0,-1723.0,4666.67,4666.67
1000046,100016,1.0,8,-1692.0,-1694.0,4666.67,4666.67
1000046,100016,1.0,9,-1662.0,-1665.0,4666.67,4666.67
1000046,100016,1.0,10,-1632.0,-1634.0,4666.67,4666.67
1000046,100016,1.0,11,-1602.0,-1602.0,4666.67,4666.67
1000046,100016,1.0,12,-1572.0,-1573.0,4666.67,4666.67
1000046,100016,1.0,13,-1542.0,-1542.0,4666.67,4666.67
1000046,100016,1.0,14,-1512.0,-1518.0,4666.67,4666.67
1000046,100016,1.0,15,-1482.0,-1484.0,4666.67,4666.67
1000046,100016,1.0,16,-1452.0,-1452.0,4666.67,4666.67
1000046,100016,1.0,17,-1422.0,-1423.0,4666.67,4666.67
1000046,100016,1.0,18,-1392.0,-1393.0,4666.67,4666.67
1000046,100016,1.0,19,-1362.0,-1370.0,4666.67,4666.67
1000046,100016,1.0,20,-1332.0,-1335.0,4666.67,4666.67
1000046,100016,1.0,21,-1302.0,-1308.0,4666.67,4666.67
1000046,100016,1.0,22,-1272.0,-1276.0,4666.67,4666.67
1000046,100016,1.0,23,-1242.0,-1244.0,4666.67,4666.67
1000046,100016,1.0,24,-1212.0,-1214.0,4666.67,4666.67
1000047,100017,1.0,1,-756.0,-756.0,2791.67,2791.67
1000047,100017,1.0,2,-726.0,-735.0,2791.67,2791.67
1000047,100017,1.0,3,-696.0,-704.0,2791.67,2791.67
1000047,100017,1.0,4,-666.0,-667.0,2791.67,2791.67
1000047,100017,1.0,5,-636.0,-640.0,2791.67,2791.67
1000047,100017,1.0,6,-606.0,-613.0,2791.67,2791.67
1000047,100017,1.0,7,-576.0,-578.0,2791.67,2791.67
1000047,100017,1.0,8,-546.0,-546.0,2791.67,2791.67
1000047,100017,1.0,9,-516.0,-525.0,2791.67,2791.67
1000047,100017,1.0,10,-486.0,-490.0,2791.67,2791.67
1000047,100017,1.0,11,-456.0,-460.0,2791.67,2791.67
1000047,100017,1.0,12,-426.0,-428.0,2791.67,2791.67
1000047,100017,1.0,13,-396.0,-402.0,2791.67,2791.67
1000047,100017,1.0,14,-366.0,-370.0,2791.67,2791.67
1000047,100017,1.0,15,-336.0,-337.0,2791.67,2791.67
1000047,100017,1.0,16,-306.0,-308.0,2791.67,2791.67
1000047,100017,1.0,17,-276.0,-281.0,2791.67,2791.67
1000047,100017,1.0,18,-246.0,-246.0,2791.67,1280.77
1000047,100017,1.0,19,-216.0,-217.0,2791.67,2791.67
1000047,100017,1.0,20,-186.0,-191.0,2791.67,2791.67
1000047,100017,1.0,21,-156.0,-160.0,2791.67,2791.67
1000047,100017,1.0,22,-126.0,-133.0,2791.67,1729.71
1000047,100017,1.0,23,-96.0,-102.0,2791.67,2791.67
1000047,100017,1.0,24,-66.0,-67.0,2791.67,2791.67
1000049,100017,1.0,1,-1847.0,-1829.0,19250.0,19250.0
1000049,100017,1.0,2,-1817.0,-1819.0,19250.0,19250.0
1000049,100017,1.0,3,-1787.0,-1791.0,19250.0,19250.0
1000049,100017,1.0,4,-1757.0,-1760.0,19250.0,19250.0
1000049,100017,1.0,5,-1727.0,-1734.0,19250.0,5871.82
1000049,100017,1.0,6,-1697.0,-1704.0,19250.0,19250.0
1000049,100017,1.0,7,-1667.0,-1675.0,19250.0,19250.0
1000049,100017,1.0,8,-1637.0,-1637.0,19250.0,19250.0
1000049,100017,1.0,9,-1607.0,-1609.0,19250.0,19250.0
1000049,100017,1.0,10,-1577.0,-1579.0,19250.0,19250.0
1000049,100017,1.0,11,-1547.0,-1548.0,19250.0,19250.0
1000049,100017,1.0,12,-1517.0,-1472.0,19250.0,19250.0
1000049,100017,1.0,13,-1487.0,-1496.0,19250.0,19250.0
1000049,100017,1.0,14,-1457.0,-1461.0,19250.0,19250.0
1000049,100017,1.0,15,-1427.0,-1430.0,19250.0,19250.0
1000049,100017,1.0,16,-1397.0,-1404.0,19250.0,19250.0
1000049,100017,1.0,17,-1367.0,-1367.0,19250.0,19250.0
1000049,100017,1.0,18,-1337.0,-1337.0,19250.0,19250.0
1000049,100017,1.0,19,-1307.0,-1310.0,19250.0,19250.0
1000049,100017,1.0,20,-1277.0,-1282.0,19250.0,19250.0
1000049,100017,1.0,21,-1247.0,-1252.0,19250.0,19250.0
1000049,100017,1.0,22,-1217.0,-1217.0,19250.0,19250.0
1000049,100017,1.0,23,-1187.0,-1195.0,19250.0,7683.95
1000049,100017,1.0,24,-1157.0,-1157.0,19250.0,19250.0
1000050,100018,1.0,1,-2611.0,-2613.0,6750.0,6750.0
1000050,100018,1.0,2,-2581.0,-2590.0,6750.0,6750.0
1000050,100018,1.0,3,-2551.0,-2560.0,6750.0,6750.0
1000050,100018,1.0,4,-2521.0,-2529.0,6750.0,6750.0
1000050,100018,1.0,5,-2491.0,-2494.0,6750.0,6750.0
1000050,100018,1.0,6,-2461.0,-2469.0,6750.0,5649.76
1000050,100018,1.0,7,-2431.0,-2431.0,6750.0,6750.0
1000050,100018,1.0,8,-2401.0,-2408.0,6750.0,6750.0
1000050,100018,1.0,9,-2371.0,-2339.0,6750.0,6750.0
1000050,100018,1.0,10,-2341.0,-2350.0,6750.0,6750.0
1000050,100018,1.0,11,-2311.0,-2318.0,6750.0,6750.0
1000050,100018,1.0,12,-2281.0,-2287.0,6750.0,6750.0
1000051,100018,1.0,1,-2068.0,-2072.0,3000.0,3000.0
1000051,100018,1.0,2,-2038.0,-2044.0,3000.0,3000.0
1000051,100018,1.0,3,-2008.0,-2011.0,3000.0,3000.0
1000051,100018,1.0,4,-1978.0,-1978.0,3000.0,3000.0
1000051,100018,1.0,5,-1948.0,-1954.0,3000.0,3000.0
1000051,100018,1.0,6,-1918.0,-1921.0,3000.0,3000.0
1000051,100018,1.0,7,-1888.0,-1893.0,3000.0,3000.0
1000051,100018,1.0,8,-1858.0,-1866.0,3000.0,3000.0
1000051,100018,1.0,9,-1828.0,-1829.0,3000.0,3000.0
1000051,100018,1.0,10,-1798.0,-1800.0,3000.0,3000.0
1000051,100018,1.0,11,-1768.0,-1770.0,3000.0,3000.0
1000051,100018,1.0,12,-1738.0,-1738.0,3000.0,3000.0
1000051,100018,1.0,13,-1708.0,-1717.0,3000.0,3000.0
1000051,100018,1.0,14,-1678.0,-1682.0,3000.0,3000.0
1000051,100018,1.0,15,-1648.0,-1653.0,3000.0,3000.0
